blind_id,task,repeat,condition,round,source,brief_intent_alignment,clarity_information_hierarchy,visual_system_craft,expressiveness_distinctiveness,overall
TG25_I066,ab000025,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/CEN_MAD/problems/ab000025/candidates/r5.png,60,59,58,60,59
TG25_I067,ab000025,0,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000025/candidates/r1.png,81,80,79,81,80
TG25_I068,ab000025,1,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000025/candidates/r2.png,80,79,78,80,79
TG25_I069,ab000025,0,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000025/candidates/r2.png,57,56,55,57,56
TG25_I070,ab000025,2,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000025/candidates/r3.png,78,77,76,78,77
TG25_I071,ab000025,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000025/candidates/r4.png,62,61,60,62,61
TG25_I072,ab000025,0,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/R0/problems/ab000025/candidates/r0.png,61,60,59,61,60
TG25_I073,ab000025,1,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000025/candidates/r1.png,60,59,58,60,59
TG25_I074,ab000025,1,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000025/candidates/r5.png,81,80,79,81,80
TG25_I075,ab000025,1,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000025/candidates/r4.png,80,79,78,80,79
TG25_I076,ab000025,0,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000025/candidates/r3.png,69,68,67,69,68
TG25_I077,ab000025,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000025/candidates/r5.png,56,55,54,56,55
TG25_I078,ab000025,2,AXES,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000025/candidates/r1.png,74,73,72,74,73
TG26_I001,ab000026,0,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/SELF/problems/ab000026/candidates/r5.png,72,73,73,69,73
TG26_I002,ab000026,0,AXES,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000026/candidates/r1.png,61,59,59,58,59
TG26_I003,ab000026,1,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000026/candidates/r1.png,42,42,42,39,42
TG26_I004,ab000026,1,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/SELF/problems/ab000026/candidates/r1.png,25,22,25,22,22
TG26_I005,ab000026,1,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000026/candidates/r2.png,82,85,84,79,85
TG26_I006,ab000026,2,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000026/candidates/r1.png,64,64,63,61,64
TG26_I007,ab000026,2,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000026/candidates/r3.png,74,71,73,71,71
TG26_I008,ab000026,1,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/AXES/problems/ab000026/candidates/r3.png,58,57,59,55,57
TG26_I009,ab000026,0,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000026/candidates/r5.png,44,44,42,41,44
TG26_I010,ab000026,1,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/SELF/problems/ab000026/candidates/r5.png,46,48,49,43,48
TG26_I011,ab000026,0,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000026/candidates/r2.png,72,71,72,69,71
TG26_I012,ab000026,1,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/CEN_MAD/problems/ab000026/candidates/r2.png,69,65,66,66,65
TG26_I013,ab000026,2,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000026/candidates/r4.png,83,85,85,80,85
TG26_I014,ab000026,2,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000026/candidates/r3.png,73,72,72,70,72
TG26_I015,ab000026,2,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000026/candidates/r3.png,57,58,58,54,58
TG26_I016,ab000026,2,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000026/candidates/r4.png,43,41,44,40,41
TG26_I017,ab000026,0,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/SELF/problems/ab000026/candidates/r4.png,26,25,24,23,25
TG26_I018,ab000026,1,AXES,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/AXES/problems/ab000026/candidates/r1.png,83,84,83,80,84
TG26_I019,ab000026,2,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000026/candidates/r1.png,65,63,65,62,63
TG26_I020,ab000026,0,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000026/candidates/r1.png,70,70,72,67,70
TG26_I021,ab000026,2,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000026/candidates/r5.png,59,60,58,56,60
TG26_I022,ab000026,2,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000026/candidates/r2.png,45,43,44,42,43
TG26_I023,ab000026,1,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/CEN_MAD/problems/ab000026/candidates/r1.png,47,47,48,44,47
TG26_I024,ab000026,0,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000026/candidates/r3.png,73,70,71,70,70
TG26_I025,ab000026,0,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000026/candidates/r2.png,65,68,68,62,68
TG26_I026,ab000026,0,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000026/candidates/r5.png,84,84,84,81,84
TG26_I027,ab000026,0,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000026/candidates/r5.png,74,71,71,71,71
TG26_I028,ab000026,1,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000026/candidates/r5.png,58,57,60,55,57
TG26_I029,ab000026,1,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/AXES/problems/ab000026/candidates/r2.png,44,44,43,41,44
TG26_I030,ab000026,0,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000026/candidates/r4.png,22,24,23,19,24
TG26_I031,ab000026,0,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000026/candidates/r1.png,84,83,85,81,83
TG26_I032,ab000026,0,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/SELF/problems/ab000026/candidates/r3.png,66,62,64,63,62
TG26_I033,ab000026,2,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000026/candidates/r4.png,71,73,71,68,73
TG26_I034,ab000026,1,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000026/candidates/r4.png,60,59,60,57,59
TG26_I035,ab000026,2,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000026/candidates/r5.png,41,42,43,38,42
TG26_I036,ab000026,2,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000026/candidates/r5.png,48,46,47,45,46
TG26_I037,ab000026,2,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000026/candidates/r1.png,74,73,73,71,73
TG26_I038,ab000026,1,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/AXES/problems/ab000026/candidates/r5.png,66,67,67,63,67
TG26_I039,ab000026,0,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000026/candidates/r4.png,85,83,83,82,83
TG26_I040,ab000026,1,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/SELF/problems/ab000026/candidates/r4.png,70,70,73,67,70
TG26_I041,ab000026,2,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000026/candidates/r3.png,59,60,59,56,60
TG26_I042,ab000026,2,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000026/candidates/r2.png,45,43,42,42,43
TG26_I043,ab000026,2,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000026/candidates/r4.png,23,23,25,20,23
TG26_I044,ab000026,0,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000026/candidates/r2.png,85,82,84,82,82
TG26_I045,ab000026,0,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000026/candidates/r5.png,62,65,63,59,65
TG26_I046,ab000026,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000026/candidates/r4.png,72,72,73,69,72
TG26_I047,ab000026,1,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000026/candidates/r2.png,61,58,59,58,58
TG26_I048,ab000026,2,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000026/candidates/r5.png,42,41,42,39,41
TG26_I049,ab000026,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000026/candidates/r5.png,49,49,49,46,49
TG26_I050,ab000026,1,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/SELF/problems/ab000026/candidates/r3.png,70,72,72,67,72
TG26_I051,ab000026,2,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/R0/problems/ab000026/candidates/r0.png,67,66,66,64,66
TG26_I052,ab000026,1,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000026/candidates/r4.png,86,82,85,83,82
TG26_I053,ab000026,1,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/CEN_MAD/problems/ab000026/candidates/r3.png,71,73,72,68,73
TG26_I054,ab000026,2,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000026/candidates/r4.png,60,59,58,57,59
TG26_I055,ab000026,2,AXES,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000026/candidates/r1.png,41,42,44,38,42
TG26_I056,ab000026,2,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000026/candidates/r2.png,24,22,24,21,22
TG26_I057,ab000026,0,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000026/candidates/r1.png,86,85,83,83,85
TG26_I058,ab000026,0,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000026/candidates/r3.png,63,64,65,60,64
TG26_I059,ab000026,1,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/AXES/problems/ab000026/candidates/r4.png,73,71,72,70,71
TG26_I060,ab000026,1,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/CEN_MAD/problems/ab000026/candidates/r4.png,57,57,58,54,57
TG26_I061,ab000026,0,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/SELF/problems/ab000026/candidates/r2.png,43,44,44,40,44
TG26_I062,ab000026,0,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000026/candidates/r3.png,50,48,48,47,48
TG26_I063,ab000026,1,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/R0/problems/ab000026/candidates/r0.png,71,71,71,68,71
TG26_I064,ab000026,1,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000026/candidates/r3.png,68,65,68,65,65
TG26_I065,ab000026,0,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000026/candidates/r3.png,82,85,84,79,85
TG26_I066,ab000026,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/CEN_MAD/problems/ab000026/candidates/r5.png,72,72,71,69,72
TG26_I067,ab000026,1,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000026/candidates/r1.png,61,58,60,58,58
TG26_I068,ab000026,0,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/SELF/problems/ab000026/candidates/r1.png,42,41,43,39,41
TG26_I069,ab000026,2,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000026/candidates/r1.png,25,25,23,22,25
TG26_I070,ab000026,0,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/R0/problems/ab000026/candidates/r0.png,82,84,85,79,84
TG26_I071,ab000026,0,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000026/candidates/r4.png,64,63,64,61,63
TG26_I072,ab000026,2,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000026/candidates/r3.png,74,70,71,71,70
TG26_I073,ab000026,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000026/candidates/r2.png,58,60,60,55,60
TG26_I074,ab000026,1,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000026/candidates/r5.png,44,43,43,41,43
TG26_I075,ab000026,0,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000026/candidates/r2.png,46,47,47,43,47
TG26_I076,ab000026,1,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/SELF/problems/ab000026/candidates/r2.png,72,70,73,69,70
TG26_I077,ab000026,1,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000026/candidates/r3.png,69,68,67,66,68
TG26_I078,ab000026,2,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000026/candidates/r2.png,83,84,83,80,84
TG27_I001,ab000027,2,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000027/candidates/r3.png,74,78,75,75,78
TG27_I002,ab000027,0,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000027/candidates/r2.png,66,69,68,69,69
TG27_I003,ab000027,0,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000027/candidates/r1.png,51,53,51,51,53
TG27_I004,ab000027,2,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000027/candidates/r5.png,27,28,28,29,28
TG27_I005,ab000027,1,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000027/candidates/r3.png,81,85,83,80,85
TG27_I006,ab000027,0,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/SELF/problems/ab000027/candidates/r5.png,37,40,37,38,40
TG27_I007,ab000027,2,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000027/candidates/r2.png,59,61,60,62,61
TG27_I008,ab000027,1,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000027/candidates/r4.png,74,75,76,74,75
TG27_I009,ab000027,2,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000027/candidates/r3.png,66,70,66,68,70
TG27_I010,ab000027,0,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000027/candidates/r4.png,51,54,52,50,54
TG27_I011,ab000027,2,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000027/candidates/r5.png,70,72,72,71,72
TG27_I012,ab000027,2,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/SELF/problems/ab000027/candidates/r4.png,81,82,81,84,82
TG27_I013,ab000027,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000027/candidates/r2.png,74,78,75,74,78
TG27_I014,ab000027,0,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000027/candidates/r2.png,66,69,68,68,69
TG27_I015,ab000027,0,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000027/candidates/r3.png,51,53,51,50,53
TG27_I016,ab000027,1,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000027/candidates/r2.png,27,28,28,28,28
TG27_I017,ab000027,2,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000027/candidates/r1.png,81,85,83,84,85
TG27_I018,ab000027,0,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/SELF/problems/ab000027/candidates/r1.png,37,40,37,37,40
TG27_I019,ab000027,2,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000027/candidates/r2.png,59,61,60,61,61
TG27_I020,ab000027,1,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/CEN_MAD/problems/ab000027/candidates/r4.png,74,75,76,73,75
TG27_I021,ab000027,0,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000027/candidates/r2.png,66,70,66,67,70
TG27_I022,ab000027,0,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000027/candidates/r5.png,51,54,52,54,54
TG27_I023,ab000027,2,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000027/candidates/r2.png,70,72,72,70,72
TG27_I024,ab000027,1,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000027/candidates/r2.png,81,82,81,83,82
TG27_I025,ab000027,1,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/SELF/problems/ab000027/candidates/r2.png,74,78,75,73,78
TG27_I026,ab000027,0,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000027/candidates/r2.png,66,69,68,67,69
TG27_I027,ab000027,2,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000027/candidates/r5.png,51,53,51,54,53
TG27_I028,ab000027,2,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000027/candidates/r2.png,27,28,28,27,28
TG27_I029,ab000027,0,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000027/candidates/r1.png,81,85,83,83,85
TG27_I030,ab000027,2,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000027/candidates/r5.png,37,40,37,36,40
TG27_I031,ab000027,0,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000027/candidates/r1.png,59,61,60,60,61
TG27_I032,ab000027,1,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/AXES/problems/ab000027/candidates/r2.png,74,75,76,77,75
TG27_I033,ab000027,0,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000027/candidates/r3.png,66,70,66,66,70
TG27_I034,ab000027,0,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000027/candidates/r5.png,51,54,52,53,54
TG27_I035,ab000027,0,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/MAD/problems/ab000027/candidates/r4.png,70,72,72,69,72
TG27_I036,ab000027,0,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/SELF/problems/ab000027/candidates/r2.png,81,82,81,82,82
TG27_I037,ab000027,1,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000027/candidates/r3.png,74,78,75,77,78
TG27_I038,ab000027,2,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/AXES/problems/ab000027/candidates/r3.png,66,69,68,66,69
TG27_I039,ab000027,1,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000027/candidates/r4.png,51,53,51,53,53
TG27_I040,ab000027,1,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/SELF/problems/ab000027/candidates/r4.png,27,28,28,26,28
TG27_I041,ab000027,1,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/FUSED/problems/ab000027/candidates/r5.png,81,85,83,82,85
TG27_I042,ab000027,0,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/FUSED/problems/ab000027/candidates/r4.png,37,40,37,40,40
TG27_I043,ab000027,1,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/MAD/problems/ab000027/candidates/r5.png,59,61,60,59,61
TG27_I044,ab000027,2,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000027/candidates/r3.png,74,75,76,76,75
TG27_I045,ab000027,0,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/CEN_MAD/problems/ab000027/candidates/r3.png,66,70,66,65,70
TG27_I046,ab000027,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/CEN_MAD/problems/ab000027/candidates/r5.png,51,54,52,52,54
TG27_I047,ab000027,2,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/R0/problems/ab000027/candidates/r0.png,70,72,72,73,72
TG27_I048,ab000027,0,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/AXES/problems/ab000027/candidates/r3.png,81,82,81,81,82
TG27_I049,ab000027,0,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/d/R0/problems/ab000027/candidates/r0.png,74,78,75,76,78
TG27_I050,ab000027,2,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/MAD/problems/ab000027/candidates/r4.png,66,69,68,65,69
TG27_I051,ab000027,2,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/d/FUSED/problems/ab000027/candidates/r3.png,51,53,51,52,53
TG27_I052,ab000027,1,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/d/AXES/problems/ab000027/candidates/r4.png,27,28,28,30,28
